filename,title,youtube_id,category,confidence_basis,reason,cospeakers,topics,char_count,word_count
LOSS OF SMELL AND TASTE - DR. JOEL WALLACH-8BRyk3GguFc.en.vtt,LOSS OF SMELL AND TASTE - DR. JOEL WALLACH,8BRyk3GguFc,High,filename,Wallach named in title,,minerals; obesity; osteoporosis; cardiovascular; diet/nutrition; gluten; brain/cognitive,4077,801
LOW BLOOD OXYGEN LEVELS - DR. JOEL WALLACH-w5QPFDu7scg.en.vtt,LOW BLOOD OXYGEN LEVELS - DR. JOEL WALLACH,w5QPFDu7scg,High,filename,Wallach named in title,,cardiovascular; diet/nutrition; gluten; lung/respiratory; skin/hair; brain/cognitive,3535,696
LOW ENERGY - DR. JOEL WALLACH-ha8qokDQHbA.en.vtt,LOW ENERGY - DR. JOEL WALLACH,ha8qokDQHbA,High,filename,Wallach named in title,,cardiovascular; thyroid; diet/nutrition; gluten; skin/hair; energy/fatigue; longevity,3774,721
LUPUS - DR. JOEL WALLACH-dFzg-IWwZw4.en.vtt,LUPUS - DR. JOEL WALLACH,dFzg-IWwZw4,High,filename,Wallach named in title,,cardiovascular; kidney; liver; diet/nutrition; gluten; bones/joints; brain/cognitive,2367,473
LYMPHATIC CANCER - DR. JOEL WALLACH-C3Zioo-rUVk.en.vtt,LYMPHATIC CANCER - DR. JOEL WALLACH,C3Zioo-rUVk,High,filename,Wallach named in title,,obesity; cancer; cardiovascular; liver; gluten; brain/cognitive; longevity,4124,785
Leaking Veins + Stage 4 Cancer + Dropping Weight Like Crazy  The Real Cause According to Dr. Wallach-MPNVDKdpRFE.en.vtt,Leaking Veins + Stage 4 Cancer + Dropping Weight Like Crazy  The Real Cause According to Dr. Wallach,MPNVDKdpRFE,High,filename,Wallach named in title,,obesity; cancer; cardiovascular; liver; muscles; brain/cognitive,6587,1175
Let's Talk Minerals   The Importance of Minerals-YOukDG_pbRE.en.vtt,Let's Talk Minerals   The Importance of Minerals,YOukDG_pbRE,Moderate,content-peek,Wallach cues (2),,minerals; diet/nutrition; skin/hair; bones/joints,18905,3394
"Life Expectancy & Exercise - Dr. Joel Wallach, Judging Health-HamuJVEGRNY.en.vtt","Life Expectancy & Exercise - Dr. Joel Wallach, Judging Health",HamuJVEGRNY,High,filename,Wallach named in title,,arthritis; cardiovascular; bones/joints; longevity,18244,3433
Live Long and Prosperous Q & A with Dr. Joel Wallach-n3--PngOci0.en.vtt,Live Long and Prosperous Q & A with Dr. Joel Wallach,n3--PngOci0,High,filename,Wallach named in title,,minerals; selenium; copper; iron; arthritis; osteoporosis; bones/joints; muscles; longevity,52023,9696
Longevity and Essential Nutrition - Dr. Joel Wallach Full Interview-MM7p5pc0XWM.en.vtt,Longevity and Essential Nutrition - Dr. Joel Wallach Full Interview,MM7p5pc0XWM,High,filename,Wallach named in title,,cancer; cardiovascular; diet/nutrition; brain/cognitive; longevity,53346,9851
MEMORY LOSS - DR. JOEL WALLACH-_HYMBZYdrH8.en.vtt,MEMORY LOSS - DR. JOEL WALLACH,_HYMBZYdrH8,High,filename,Wallach named in title,,diabetes; obesity; arthritis; osteoporosis; dementia; cardiovascular; kidney; cholesterol; diet/nutrition; skin/hair; brain/cognitive; longevity; pregnancy/birth; hormones/reproductive,4031,795
MORBIDLY OBESE - DR. JOEL WALLACH-7Prt0_EY3JI.en.vtt,MORBIDLY OBESE - DR. JOEL WALLACH,7Prt0_EY3JI,High,filename,Wallach named in title,,diabetes; obesity; cardiovascular; liver; diet/nutrition; brain/cognitive; longevity,4414,878
MUSCLE CRAMPS - DR. JOEL WALLACH-Vw7vMAfY_iM.en.vtt,MUSCLE CRAMPS - DR. JOEL WALLACH,Vw7vMAfY_iM,High,filename,Wallach named in title,,obesity; osteoporosis; diet/nutrition; gluten; skin/hair; bones/joints; muscles; sleep; longevity,5625,1080
Medical Doctors Should Be in Jail!-KHQQtJSOTi0.en.vtt,Medical Doctors Should Be in Jail!,KHQQtJSOTi0,Moderate,content-peek,Wallach cues (1),,minerals; selenium; copper; cardiovascular; liver; diet/nutrition; longevity; anti-mainstream,4255,778
Medication Options for POTS-5krw9KtYo8k.en.vtt,Medication Options for POTS,5krw9KtYo8k,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue,429,76
Message to Athletes and Parents 10 minute version-4ucukpp1rBc.en.vtt,Message to Athletes and Parents 10 minute version,4ucukpp1rBc,High,content-peek,Strong Wallach cues (3),,minerals; magnesium; obesity; cardiovascular; kidney; diet/nutrition; bones/joints; energy/fatigue; brain/cognitive; longevity,8484,1592
Mineral Story  MightyNinety-7DVfbMenuXs.en.vtt,Mineral Story  MightyNinety,7DVfbMenuXs,Moderate,content-peek,Wallach cues (2),,minerals; diet/nutrition; youngevity-product,13669,2476
NEOPLASM BRAIN TUMOR - DR. JOEL WALLACH-lMKQervBQlM.en.vtt,NEOPLASM BRAIN TUMOR - DR. JOEL WALLACH,lMKQervBQlM,High,filename,Wallach named in title,,obesity; cancer; cardiovascular; thyroid; diet/nutrition; gluten; brain/cognitive,3598,707
NEUROFIBROMATOSIS - DR. JOEL WALLACH-CDlNBApw87A.en.vtt,NEUROFIBROMATOSIS - DR. JOEL WALLACH,CDlNBApw87A,High,filename,Wallach named in title,,minerals; calcium; diabetes; arthritis; cancer; cardiovascular; parkinsons; diet/nutrition; gluten; lung/respiratory; bones/joints; brain/cognitive,2862,563
NONCANCEROUS LIVER CYST - DR. JOEL WALLACH-7mIlsnIV23g.en.vtt,NONCANCEROUS LIVER CYST - DR. JOEL WALLACH,7mIlsnIV23g,High,filename,Wallach named in title,,selenium; diabetes; obesity; osteoporosis; bladder; gallbladder; liver; diet/nutrition; gluten; pregnancy/birth,3489,688
No live show today DWD 9⧸17⧸25-9TVjGOu97wQ.en.vtt,No live show today DWD 9⧸17⧸25,9TVjGOu97wQ,Low,filename,No speaker cue in title,,diabetes; thyroid; skin/hair; bones/joints; energy/fatigue,6543,1096
OBESITY  BY DR. JOEL WALLACH-0AmQ9ie5biQ.en.vtt,OBESITY  BY DR. JOEL WALLACH,0AmQ9ie5biQ,High,filename,Wallach named in title,,minerals; diabetes; obesity; cardiovascular; diet/nutrition; longevity; youngevity-product; anti-mainstream,4779,897
OBESITY RELATED HYPERTENSION - DR. JOEL WALLACH-_b3X8IjIL8o.en.vtt,OBESITY RELATED HYPERTENSION - DR. JOEL WALLACH,_b3X8IjIL8o,High,filename,Wallach named in title,,obesity; arthritis; cardiovascular; gluten; brain/cognitive; longevity,3473,682
Original dead doctors don't lie-dR4HlhAC-lY.en.vtt,Original dead doctors don't lie,dR4HlhAC-lY,High,filename,Known Wallach show/lecture,,minerals; diet/nutrition; longevity; lecture-flagship,81981,15656
PARALYZED - DR. JOEL WALLACH-GnHBaCAXUoQ.en.vtt,PARALYZED - DR. JOEL WALLACH,GnHBaCAXUoQ,High,filename,Wallach named in title,,diabetes; obesity; arthritis; cardiovascular; stroke; lung/respiratory; skin/hair; muscles; brain/cognitive,4225,828
PARKINSONS DISEASE - DR. JOEL WALLACH-kOLndFnHjJE.en.vtt,PARKINSONS DISEASE - DR. JOEL WALLACH,kOLndFnHjJE,High,filename,Wallach named in title,,diabetes; obesity; arthritis; osteoporosis; cardiovascular; bladder; parkinsons; cholesterol; diet/nutrition; gluten; bones/joints; brain/cognitive,4189,803
PEYRONIE'S DISEASE - DR. JOEL WALLACH-XU7zpvGygXs.en.vtt,PEYRONIE'S DISEASE - DR. JOEL WALLACH,XU7zpvGygXs,High,filename,Wallach named in title,,diabetes; cardiovascular; cholesterol; gluten; skin/hair; bones/joints; brain/cognitive; hormones/reproductive,2149,418
PINCHED SCIATIC NERVE - DR. JOEL WALLACH-RgtTGjKVo-E.en.vtt,PINCHED SCIATIC NERVE - DR. JOEL WALLACH,RgtTGjKVo-E,High,filename,Wallach named in title,,minerals; diabetes; obesity; cardiovascular; diet/nutrition; gluten; bones/joints,1943,380
PLAQUE AND ARTERIES - DR JOEL WALLACH-yzk9W0YL24g.en.vtt,PLAQUE AND ARTERIES - DR JOEL WALLACH,yzk9W0YL24g,High,filename,Wallach named in title,,diabetes; obesity; arthritis; cardiovascular; gluten; sleep; brain/cognitive,3138,614
POLYCYSTIC OVARIAN SYNDROME - DR. JOEL WALLACH-SN_owXUOWlA.en.vtt,POLYCYSTIC OVARIAN SYNDROME - DR. JOEL WALLACH,SN_owXUOWlA,High,filename,Wallach named in title,,obesity; diet/nutrition; gluten; skin/hair; brain/cognitive; pregnancy/birth; hormones/reproductive,1983,369
POTS Postural Orthostatic Tachycardia Syndrome #POTS #heartrate #bloodpressure #orthostasis-s-VVQaXqoBA.en.vtt,POTS Postural Orthostatic Tachycardia Syndrome #POTS #heartrate #bloodpressure #orthostasis,s-VVQaXqoBA,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue,455,75
POTS Signals Orthostatic Intolerance-6XZ5bMEcLmg.en.vtt,POTS Signals Orthostatic Intolerance,6XZ5bMEcLmg,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue; brain/cognitive,712,122
POTS isn't a disease-EJN-vzhMhZw.en.vtt,POTS isn't a disease,EJN-vzhMhZw,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue,704,123
POTS： Know the Symptoms-aPxurki4xTY.en.vtt,POTS： Know the Symptoms,aPxurki4xTY,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue,693,116
PREGNANT AND DIABETES - DR. JOEL WALLACH-TcASYhJ3a5w.en.vtt,PREGNANT AND DIABETES - DR. JOEL WALLACH,TcASYhJ3a5w,High,filename,Wallach named in title,,diabetes; cardiovascular; gluten; skin/hair; pregnancy/birth,2445,450
PROFUSE SWEATING - DR. JOEL WALLACH-vawn0SjSddU.en.vtt,PROFUSE SWEATING - DR. JOEL WALLACH,vawn0SjSddU,High,filename,Wallach named in title,,minerals; cardiovascular; cholesterol; gluten; skin/hair; bones/joints; brain/cognitive; longevity; hormones/reproductive,2574,504
Peter Duesberg Interview (HIV & Medical Science)-8UZ74bQSWjA.en.vtt,Peter Duesberg Interview (HIV & Medical Science),8UZ74bQSWjA,Exclude,filename,Primary speaker: Peter Duesberg,Peter Duesberg,cancer,37225,6969
Pharmacist Ben Fuchs：  Got Questions？ It's Q & A Time! DWD 3.6.26-NbfpYWO2vAY.en.vtt,Pharmacist Ben Fuchs：  Got Questions？ It's Q & A Time! DWD 3.6.26,NbfpYWO2vAY,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),diet/nutrition; skin/hair; energy/fatigue; hormones/reproductive,63228,11238
Pharmacist Ben Trailer for the Root Cause Solutions for Healthier Lives Event-pkXVh3Or9QM.en.vtt,Pharmacist Ben Trailer for the Root Cause Solutions for Healthier Lives Event,pkXVh3Or9QM,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),selenium; magnesium; zinc; iodine; cardiovascular; thyroid; diet/nutrition; skin/hair; youngevity-product,3686,607
Pharmacist Ben vs. Questions From The Mailbag DWD 6⧸12⧸26-CgLOjp5cFlI.en.vtt,Pharmacist Ben vs. Questions From The Mailbag DWD 6⧸12⧸26,CgLOjp5cFlI,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),diet/nutrition,58768,10562
Pharmacist Ben vs. Questions From The Mailbag DWD 6⧸12⧸26-D1DXHlQwd0U.en.vtt,Pharmacist Ben vs. Questions From The Mailbag DWD 6⧸12⧸26,D1DXHlQwd0U,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),,727,119
Pharmacist Ben： Chronic Disease： How to Speak With Your Dr. Sensibly About Nutrition DWD 9⧸19⧸25-BhMk1EgVLFs.en.vtt,Pharmacist Ben： Chronic Disease： How to Speak With Your Dr. Sensibly About Nutrition DWD 9⧸19⧸25,BhMk1EgVLFs,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),diet/nutrition,70492,12888
Pharmacist Ben： Collagen： The Body’s Structural Protein You Can’t Ignore DWD 1⧸2⧸26-KZXzLhDxkpk.en.vtt,Pharmacist Ben： Collagen： The Body’s Structural Protein You Can’t Ignore DWD 1⧸2⧸26,KZXzLhDxkpk,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),diet/nutrition; skin/hair,71833,12713
Pharmacist Ben： Does Fibroid Surgery Hurt Your Heart？ PBB 6⧸9⧸26-5mJTrMfZkcY.en.vtt,Pharmacist Ben： Does Fibroid Surgery Hurt Your Heart？ PBB 6⧸9⧸26,5mJTrMfZkcY,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),cardiovascular; skin/hair; bones/joints; energy/fatigue; hormones/reproductive,67246,11808
Pharmacist Ben： Get Older w⧸Grace b⧸c The Other Way Sux! PBB 5⧸11⧸26-QdR_rZlh9ME.en.vtt,Pharmacist Ben： Get Older w⧸Grace b⧸c The Other Way Sux! PBB 5⧸11⧸26,QdR_rZlh9ME,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),,63801,11477
Pharmacist Ben： Let's help folks with Parkinson's ! PBB 5⧸25⧸26-8cgQMsHTZXE.en.vtt,Pharmacist Ben： Let's help folks with Parkinson's ! PBB 5⧸25⧸26,8cgQMsHTZXE,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),parkinsons; brain/cognitive,60288,10885
Pharmacist Ben： More Than Skin Deep： Why Your Eczema Might Be Talking to Your Heart DWD 4⧸3⧸26-WU4mkGq5hKA.en.vtt,Pharmacist Ben： More Than Skin Deep： Why Your Eczema Might Be Talking to Your Heart DWD 4⧸3⧸26,WU4mkGq5hKA,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),cardiovascular; diet/nutrition; skin/hair; hormones/reproductive,66206,11795
Pharmacist Ben： PCOS is now PMOS & Tattoos and Lymphoma PBB 5⧸18⧸26-EuPzF_fKzt4.en.vtt,Pharmacist Ben： PCOS is now PMOS & Tattoos and Lymphoma PBB 5⧸18⧸26,EuPzF_fKzt4,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),cancer; thyroid; hormones/reproductive,46823,8076
Pharmacist Ben： Rolling Stones & Other Consequences of Metabolic Syndrome DWD 5⧸1⧸26-nPfz3TFbsWI.en.vtt,Pharmacist Ben： Rolling Stones & Other Consequences of Metabolic Syndrome DWD 5⧸1⧸26,nPfz3TFbsWI,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),cancer; diet/nutrition; skin/hair,64270,11477
Pharmacist Ben： Take Control of Your Health or Remain a Human Guinea Pig! PBB 5⧸4⧸26-lwSy0SoovjU.en.vtt,Pharmacist Ben： Take Control of Your Health or Remain a Human Guinea Pig! PBB 5⧸4⧸26,lwSy0SoovjU,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),brain/cognitive,23461,4041
Pharmacist Ben： The Benefits Of Vitamins For Brain Issues & Research That Backs It Up! DWD 5⧸15⧸26-DpijsAcWSRo.en.vtt,Pharmacist Ben： The Benefits Of Vitamins For Brain Issues & Research That Backs It Up! DWD 5⧸15⧸26,DpijsAcWSRo,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),dementia; diet/nutrition; brain/cognitive,63556,11508
Pharmacist Ben： The Importance Of Breathing & Preventing MBFA DWD 6⧸5⧸26-aq-HudrBJkU.en.vtt,Pharmacist Ben： The Importance Of Breathing & Preventing MBFA DWD 6⧸5⧸26,aq-HudrBJkU,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),muscles; energy/fatigue; brain/cognitive,64932,11422
Praise the Lord and Pass the 90-- Dr. Joel Wallach-r4Hhovs_aYI.en.vtt,Praise the Lord and Pass the 90-- Dr. Joel Wallach,r4Hhovs_aYI,High,filename,Wallach named in title,,diabetes; cancer; autism/adhd; parkinsons; diet/nutrition; muscles,48844,9172
Raymond Brown： We Take Ourselves With Us Every Where We Go!  DWD 05⧸13⧸26-Wl8BBc46On4.en.vtt,Raymond Brown： We Take Ourselves With Us Every Where We Go!  DWD 05⧸13⧸26,Wl8BBc46On4,Exclude,filename,Primary speaker: Raymond Brown,Raymond Brown,,72962,14092
Real Cure - with Dr. Joel D. Wallach-Z-cAkr_xGEI.en.vtt,Real Cure - with Dr. Joel D. Wallach,Z-cAkr_xGEI,High,filename,Wallach named in title,,diet/nutrition; skin/hair; bones/joints; longevity; lecture-flagship,102031,19157
Rev 90 Pak - Better Health Challenge-OES4kyOGZts.en.vtt,Rev 90 Pak - Better Health Challenge,OES4kyOGZts,Exclude,filename,Primary speaker: Youngevity product video,Youngevity product video,obesity; diet/nutrition; sleep; energy/fatigue; youngevity-product,1259,218
Revisit 5⧸4⧸26 Dr. Dennison： Let it Flow： Healthy Lymphatic System is Essential for Detox & Defense-OQT9CB_pGZg.en.vtt,Revisit 5⧸4⧸26 Dr. Dennison： Let it Flow： Healthy Lymphatic System is Essential for Detox & Defense,OQT9CB_pGZg,Moderate,content-peek,Wallach cues (1),,,47520,8879
Revisit 6⧸10⧸26 Pharmacist Ben： Does Fibroid Surgery Hurt Your Heart？ PBB 6⧸9⧸26-sy2O6G1hSUQ.en.vtt,Revisit 6⧸10⧸26 Pharmacist Ben： Does Fibroid Surgery Hurt Your Heart？ PBB 6⧸9⧸26,sy2O6G1hSUQ,Exclude,filename,Primary speaker: Pharmacist Ben Fuchs (solo show),Pharmacist Ben Fuchs (solo show),cardiovascular; skin/hair; bones/joints; energy/fatigue; hormones/reproductive,67323,11815
SEBORRHEIC DERMATITIS - DR. JOEL WALLACH-ScnRvKiRZVI.en.vtt,SEBORRHEIC DERMATITIS - DR. JOEL WALLACH,ScnRvKiRZVI,High,filename,Wallach named in title,,obesity; cardiovascular; gluten; skin/hair; bones/joints; brain/cognitive,3328,640
SECRET LIVES OF VEGETARIANS - Dr. Joel Wallach Interview - by Dirk Twine-UlO1vtshH-A.en.vtt,SECRET LIVES OF VEGETARIANS - Dr. Joel Wallach Interview - by Dirk Twine,UlO1vtshH-A,Moderate,filename,Wallach with co-speaker,Dirk Twine,minerals; diet/nutrition,66603,12289
SEIZURE DISORDER - DR. JOEL WALLACH-N2iDiQcu3eo.en.vtt,SEIZURE DISORDER - DR. JOEL WALLACH,N2iDiQcu3eo,High,filename,Wallach named in title,,diabetes; obesity; cardiovascular; cholesterol; diet/nutrition; gluten; sleep; brain/cognitive; longevity,4290,844
SENSORY PROCESSING DISORDER - DR. JOEL WALLACH-9OxlNujq-G8.en.vtt,SENSORY PROCESSING DISORDER - DR. JOEL WALLACH,9OxlNujq-G8,High,filename,Wallach named in title,,obesity; cardiovascular; diet/nutrition; gluten; skin/hair; brain/cognitive,2662,526
SEVERE DEMENTIA - DR. JOEL WALLACH-Lhbdhg20vjU.en.vtt,SEVERE DEMENTIA - DR. JOEL WALLACH,Lhbdhg20vjU,High,filename,Wallach named in title,,diabetes; dementia; cardiovascular; cholesterol; diet/nutrition; brain/cognitive; longevity,3258,620
SHOULDER SURGERY - DR. JOEL WALLACH-B5tLd8S5q0M.en.vtt,SHOULDER SURGERY - DR. JOEL WALLACH,B5tLd8S5q0M,High,filename,Wallach named in title,,diet/nutrition; gluten; bones/joints,2924,561
SKIN AND HAIR DISEASE BY DR. JOEL WALLACH-oGbrrw9wro0.en.vtt,SKIN AND HAIR DISEASE BY DR. JOEL WALLACH,oGbrrw9wro0,High,filename,Wallach named in title,,minerals; obesity; diet/nutrition; gluten; skin/hair; longevity,7568,1453
SKIN AND VAGINAL DRYNESS - DR. JOEL WALLACH-EdtY0PjJdOI.en.vtt,SKIN AND VAGINAL DRYNESS - DR. JOEL WALLACH,EdtY0PjJdOI,High,filename,Wallach named in title,,diet/nutrition; skin/hair; hormones/reproductive; youngevity-product,3412,689
SPINAL STROKE - DR. JOEL WALLACH-fwYcHefqG_I.en.vtt,SPINAL STROKE - DR. JOEL WALLACH,fwYcHefqG_I,High,filename,Wallach named in title,,calcium; diabetes; obesity; cardiovascular; stroke; bladder; diet/nutrition; gluten; skin/hair; brain/cognitive,3939,765
SWOLLEN FEET - DR. JOEL WALLACH-kcHJQ-zDhF0.en.vtt,SWOLLEN FEET - DR. JOEL WALLACH,kcHJQ-zDhF0,High,filename,Wallach named in title,,cardiovascular; thyroid; gluten; skin/hair; brain/cognitive; youngevity-product,1706,342
Secret Lives of Vegetarians - Dr. Wallach interviewed by Dirk Twine - FULL CD-C1pcZZN9vdY.en.vtt,Secret Lives of Vegetarians - Dr. Wallach interviewed by Dirk Twine - FULL CD,C1pcZZN9vdY,Moderate,filename,Wallach with co-speaker,Dirk Twine,minerals; diet/nutrition,66588,12284
Sheri Browning： The Living Table： Rediscovering The Power Of Fermentation DWD 5⧸6⧸26-mhuxeipWjP8.en.vtt,Sheri Browning： The Living Table： Rediscovering The Power Of Fermentation DWD 5⧸6⧸26,mhuxeipWjP8,Moderate,content-peek,Wallach cues (1),,obesity; longevity; youngevity-product,62591,11884
Skin Problems- Learn what Dr. Joel Wallach Recommends for Skin Conditions-l4Kh7ERjNcs.en.vtt,Skin Problems- Learn what Dr. Joel Wallach Recommends for Skin Conditions,l4Kh7ERjNcs,High,filename,Wallach named in title,,minerals; obesity; diet/nutrition; gluten; skin/hair; longevity,1325,215
Sleep Disorders - What Dr. Joel Wallach Recommends-WNEhZi22Hxs.en.vtt,Sleep Disorders - What Dr. Joel Wallach Recommends,WNEhZi22Hxs,High,filename,Wallach named in title,,minerals; diet/nutrition; sleep,834,150
Someone Needs To Go To Jail-UvRKoLhWOxc.en.vtt,Someone Needs To Go To Jail,UvRKoLhWOxc,Moderate,content-peek,Wallach cues (1),,minerals; diabetes; obesity; arthritis; diet/nutrition; longevity; pregnancy/birth; lecture-flagship; anti-mainstream,144937,27542
Someone Should Go To Jail - Dr. Wallach - Dead Doctors Don't Lie-RARVa6I5Jog.en.vtt,Someone Should Go To Jail - Dr. Wallach - Dead Doctors Don't Lie,RARVa6I5Jog,High,filename,Wallach named in title,,minerals; diabetes; obesity; arthritis; cardiovascular; diet/nutrition; pregnancy/birth; lecture-flagship; anti-mainstream,147523,27640
TENDER BREASTS - DR. JOEL WALLACH-hfLE13uLluI.en.vtt,TENDER BREASTS - DR. JOEL WALLACH,hfLE13uLluI,High,filename,Wallach named in title,,obesity; cardiovascular; diet/nutrition; gluten; skin/hair; bones/joints; muscles; brain/cognitive; hormones/reproductive,3464,706
THROAT CANCER STAGE 3 - DR. JOEL WALLACH-_Wt1bFVZjkE.en.vtt,THROAT CANCER STAGE 3 - DR. JOEL WALLACH,_Wt1bFVZjkE,High,filename,Wallach named in title,,minerals; cancer; cardiovascular; thyroid; diet/nutrition; brain/cognitive,3407,658
THYROID CANCER - DR. JOEL WALLACH-AJ9X_n_Ku0E.en.vtt,THYROID CANCER - DR. JOEL WALLACH,AJ9X_n_Ku0E,High,filename,Wallach named in title,,diabetes; obesity; cancer; gallbladder; thyroid; diet/nutrition; gluten; bones/joints; brain/cognitive,4400,835
TOENAIL FUNGUS - DR. JOEL WALLACH-3qTEPqMpX0Q.en.vtt,TOENAIL FUNGUS - DR. JOEL WALLACH,3qTEPqMpX0Q,High,filename,Wallach named in title,,diabetes; arthritis; skin/hair,2557,497
TONSIL STONES - DR. JOEL WALLACH-XlrpZbDziYo.en.vtt,TONSIL STONES - DR. JOEL WALLACH,XlrpZbDziYo,High,filename,Wallach named in title,,calcium; arthritis; osteoporosis; kidney; bladder; thyroid; lung/respiratory; skin/hair; bones/joints; brain/cognitive,4130,795
TOOTH DISCOLORATION - DR. JOEL WALLACH-ZG857GWi0AQ.en.vtt,TOOTH DISCOLORATION - DR. JOEL WALLACH,ZG857GWi0AQ,High,filename,Wallach named in title,,minerals; obesity; osteoporosis; bones/joints; muscles,5248,1036
TOP 5 Drinks to Reverse High URIC ACID & GOUT!-M5GDxKKFt88.en.vtt,TOP 5 Drinks to Reverse High URIC ACID & GOUT!,M5GDxKKFt88,Exclude,content-peek,Other speaker cues: ['Biernacki'],Biernacki,obesity; arthritis; kidney; diet/nutrition; bones/joints,8475,1493
TORN ROTATOR CUFF - DR. JOEL WALLACH-UQ8GPnrelk0.en.vtt,TORN ROTATOR CUFF - DR. JOEL WALLACH,UQ8GPnrelk0,High,filename,Wallach named in title,,cardiovascular; diet/nutrition; bones/joints; youngevity-product,2815,543
TWISTED COLON - DR. JOEL WALLACH-2u8sKuZMXQs.en.vtt,TWISTED COLON - DR. JOEL WALLACH,2u8sKuZMXQs,High,filename,Wallach named in title,,diabetes; obesity; cardiovascular; diet/nutrition; gluten; skin/hair; brain/cognitive,3778,728
Tai Chi vs Qi Gong： What’s the Difference Between Tai Chi and Qi Gong？-WCm00Qbbh-M.en.vtt,Tai Chi vs Qi Gong： What’s the Difference Between Tai Chi and Qi Gong？,WCm00Qbbh-M,Exclude,filename,Primary speaker: Tai Chi vs Qi Gong,Tai Chi vs Qi Gong,energy/fatigue,5348,972
The 90 Essential Nutrients - Dr. Joel Wallach-u4iBvAr1lXU.en.vtt,The 90 Essential Nutrients - Dr. Joel Wallach,u4iBvAr1lXU,High,filename,Wallach named in title,,minerals; cardiovascular; diet/nutrition; youngevity-product; lecture-flagship,31918,5792
The 90 Essential Nutrients By Dr. Joel Wallach - Dr. Joel Wallach & Ashley James - #435-xgk8KzaE4Bo.en.vtt,The 90 Essential Nutrients By Dr. Joel Wallach - Dr. Joel Wallach & Ashley James - #435,xgk8KzaE4Bo,High,filename,Wallach named in title,,minerals; diabetes; obesity; cardiovascular; kidney; diet/nutrition; skin/hair; sleep; energy/fatigue; longevity; hormones/reproductive,81968,15411
The 90 Essential Nutrients w⧸ Dr. Joel Wallach-vJFT6OgZk6w.en.vtt,The 90 Essential Nutrients w⧸ Dr. Joel Wallach,vJFT6OgZk6w,High,filename,Wallach named in title,,minerals; diabetes; diet/nutrition,58892,11113
The Best of Dead Doctors Don't Lie-esaSKqO27II.en.vtt,The Best of Dead Doctors Don't Lie,esaSKqO27II,High,filename,Known Wallach show/lecture,,minerals; diet/nutrition; skin/hair; bones/joints; lecture-flagship,83126,15239
"The Best of Dead Doctors Dont Lie - Dr  Joel Wallach BS, DVM, ND-sZBtEpUIfTk.en.vtt","The Best of Dead Doctors Dont Lie - Dr  Joel Wallach BS, DVM, ND",sZBtEpUIfTk,High,filename,Wallach named in title,,minerals; diet/nutrition; skin/hair; bones/joints; lecture-flagship,85434,15224
The Dr. Joel Wallach Story-a4NsOgfYij0.en.vtt,The Dr. Joel Wallach Story,a4NsOgfYij0,High,filename,Wallach named in title,,minerals; selenium; arthritis; cardiovascular; diet/nutrition; longevity; pregnancy/birth,5272,862
The Mineral Story- Dr. Joel Wallach-gzvMXVJsLtY.en.vtt,The Mineral Story- Dr. Joel Wallach,gzvMXVJsLtY,High,filename,Wallach named in title,,minerals; diet/nutrition,13731,2516
The Miracle of Minerals!  Introducing Dr. Joel Wallach-WDWzRFcX5AQ.en.vtt,The Miracle of Minerals!  Introducing Dr. Joel Wallach,WDWzRFcX5AQ,High,filename,Wallach named in title,,minerals; obesity; diet/nutrition,42990,7913
